Supplier,Product,Contract Length,Compliance,SLA,Delivery Time (days),Base Price,Additional Fees,Total Price,Price Volatility,Delivery Risk,Contract Risk,Market Price Trends
York-Hampton,AI-Powered Security,24 months,FedRAMP,99.95%,90,28220,4191,32411,0.1051097820544897,0.8556245661758771,0.4671036923142699,Decreasing
Lopez Ltd,AI-Powered Security,24 months,ISO 27001,99.9%,45,28128,4888,33016,0.0360368336279982,0.9566118541638586,0.7450726145914884,Decreasing
Grant Group,Multi-Cloud Management,24 months,HIPAA,99.99%,45,20084,2435,22519,0.091276851378802,0.3934805505886262,0.9648231254722478,Stable
Chandler and Sons,AI-Powered Security,24 months,ISO 27001,99.99%,60,31440,4406,35846,0.1335468736422212,0.7512440301848715,0.9652618691653132,Increasing
Gray-Butler,Multi-Cloud Management,36 months,FedRAMP,99.99%,45,39149,2578,41727,0.0333097761812087,0.4726647293648447,0.0611376300122236,Decreasing
Holt and Sons,AI-Powered Security,24 months,FedRAMP,99.95%,30,21666,2221,23887,0.0437510624415294,0.4572942793956835,0.4123175780831248,Stable
"Hall, Adams and Rogers",Cloud Optimization,12 months,SOC2,99.9%,45,20420,1600,22020,0.1452447471990254,0.4895395420941543,0.6963758498705658,Decreasing
"Garner, Thomas and Garcia",AI-Powered Security,24 months,SOC2,99.99%,45,23493,4377,27870,0.0245201907159415,0.2557323267735494,0.2473758195327402,Increasing
Mcdaniel-Olsen,AI-Powered Security,36 months,FedRAMP,99.99%,90,29351,1828,31179,0.123366318697339,0.972293584122333,0.3872618122731889,Stable
Massey-Stevens,AI-Powered Security,36 months,ISO 27001,99.99%,30,30636,2802,33438,0.023649089258001,0.7363050159809107,0.0372326049159374,Increasing
Gonzales Ltd,Multi-Cloud Management,36 months,HIPAA,99.99%,60,30899,3498,34397,0.1146649293555288,0.7575838327190574,0.525631914599504,Stable
"Ray, Thornton and Pruitt",AI-Powered Security,12 months,FedRAMP,99.9%,30,30018,4976,34994,0.0261833243035447,0.9875857415385744,0.360884912494307,Increasing
"Gill, Taylor and Crane",Cloud Optimization,12 months,FedRAMP,99.95%,45,26817,4005,30822,0.0080063241265891,0.6885121884095631,0.073988884201905,Stable
"Roman, Velazquez and Nguyen",AI-Powered Security,36 months,HIPAA,99.95%,60,26689,2595,29284,0.1313334981524409,0.8759339254453248,0.1760670360376576,Decreasing
Salazar-Ware,Multi-Cloud Management,24 months,SOC2,99.99%,30,21443,2045,23488,0.0216030537077549,0.8908576145077127,0.9880080428479596,Stable
Ayala-Martinez,Multi-Cloud Management,12 months,SOC2,99.9%,45,39164,889,40053,0.0968235808749529,0.9461737047963452,0.2813385860456368,Increasing
Morales-Robinson,Multi-Cloud Management,24 months,FedRAMP,99.95%,60,22779,838,23617,0.0658579559927092,0.2877542405623245,0.1522706856722975,Decreasing
"Hendricks, Smith and Ramirez",Multi-Cloud Management,36 months,FedRAMP,99.9%,60,27453,1947,29400,0.0854980979308114,0.168414106805141,0.663714165451469,Decreasing
Harrison-Lin,AI-Powered Security,24 months,FedRAMP,99.95%,60,24706,3963,28669,0.1051105649001453,0.560488039478102,0.0611135761283443,Increasing
Everett-Young,Cloud Optimization,12 months,ISO 27001,99.9%,30,17512,1763,19275,0.1444561174103434,0.810153735276698,0.0140864121628699,Stable
Barnett Group,Multi-Cloud Management,36 months,FedRAMP,99.9%,45,32544,2528,35072,0.0310772207841659,0.1590251307664265,0.6519126067329519,Stable
Jackson-Lane,Cloud Optimization,12 months,SOC2,99.95%,45,23026,2260,25286,0.0168607066916923,0.4518586651342404,0.1924110378871393,Decreasing
Leon-Lawson,Multi-Cloud Management,24 months,HIPAA,99.95%,45,24671,1225,25896,0.1449500150708465,0.1565813761789638,0.1863096175024502,Increasing
"Carr, Wright and Zhang",Cloud Optimization,24 months,FedRAMP,99.99%,60,27186,1574,28760,0.0084404916322065,0.4326715339176942,0.777901494487037,Stable
Taylor-Gray,Cloud Optimization,24 months,FedRAMP,99.99%,90,20262,2174,22436,0.125135764446096,0.4762328135171624,0.9877733321371224,Stable
Howard-Hudson,AI-Powered Security,24 months,FedRAMP,99.9%,30,31383,3929,35312,0.1413686757799944,0.9973206116397704,0.2821786456492331,Decreasing
Pittman-Lopez,Multi-Cloud Management,24 months,SOC2,99.9%,90,27765,2022,29787,0.1364353415016881,0.4496616631129225,0.2804298615735768,Increasing
Nelson Inc,Cloud Optimization,12 months,SOC2,99.99%,45,16287,1075,17362,0.0521741705679172,0.0342545736266399,0.2742803762251319,Stable
"Holloway, Faulkner and Valencia",Multi-Cloud Management,12 months,FedRAMP,99.95%,60,24576,1524,26100,0.0084314336799333,0.6317361768234109,0.7646496115903573,Increasing
Ruiz Group,Cloud Optimization,36 months,ISO 27001,99.99%,90,29069,1127,30196,0.1492773180937408,0.0755958751616012,0.9364464228117572,Increasing
Hernandez-Evans,Multi-Cloud Management,36 months,FedRAMP,99.95%,30,36212,4719,40931,0.0152255787455303,0.497746816956376,0.4280477919420746,Increasing
Jones and Sons,AI-Powered Security,36 months,HIPAA,99.95%,45,21926,2552,24478,0.1290025129364318,0.3596367431790025,0.3248866064812187,Decreasing
"Wong, White and Ward",AI-Powered Security,12 months,SOC2,99.95%,45,31017,3597,34614,0.0125373333000533,0.8226249276785601,0.1519625258782151,Stable
Anderson-Moore,Multi-Cloud Management,12 months,ISO 27001,99.99%,90,34405,700,35105,0.0832627875709229,0.1088073902300655,0.9321300733011636,Increasing
Johns-Johnson,AI-Powered Security,12 months,HIPAA,99.95%,45,23816,3924,27740,0.0300540456005175,0.5425702034080678,0.440218972971002,Decreasing
Jackson-Kelley,Multi-Cloud Management,12 months,HIPAA,99.9%,30,37017,1710,38727,0.0617646825339566,0.0968921611641681,0.2359008666982883,Decreasing
Jones and Sons,Cloud Optimization,24 months,HIPAA,99.9%,30,23743,4638,28381,0.1123252928845075,0.3145571160256278,0.633327132365083,Increasing
Patterson Inc,Multi-Cloud Management,12 months,FedRAMP,99.99%,45,25149,2984,28133,0.0095554653726489,0.8758198420515261,0.8253151430303431,Stable
"Rogers, Robinson and Gonzalez",AI-Powered Security,12 months,HIPAA,99.9%,60,21173,1973,23146,0.0124097710981507,0.523372147470971,0.8839691294472977,Stable
"Oliver, Washington and Merritt",AI-Powered Security,12 months,ISO 27001,99.99%,90,19014,2104,21118,0.0879576033139347,0.6329886141924184,0.8037054240166173,Decreasing
Ayala PLC,AI-Powered Security,24 months,HIPAA,99.99%,30,22549,4117,26666,0.0293675710290607,0.8130512071433081,0.8448056670360005,Decreasing
"Henderson, Allen and Price",Cloud Optimization,12 months,FedRAMP,99.95%,30,15554,2403,17957,0.0753974001933423,0.6561370440820199,0.4154820866996033,Stable
Jones-Short,AI-Powered Security,12 months,FedRAMP,99.99%,60,21624,2847,24471,0.1323927412827261,0.2226940117294188,0.1129103388588759,Decreasing
Cole PLC,Multi-Cloud Management,36 months,ISO 27001,99.9%,30,30150,4239,34389,0.1268983316080847,0.3130092191968933,0.5055459379681642,Decreasing
Heath-Orr,AI-Powered Security,12 months,FedRAMP,99.9%,45,31746,4594,36340,0.0891747548624637,0.8838572635999593,0.9106777399183048,Stable
"Rhodes, Bailey and Flowers",Cloud Optimization,24 months,SOC2,99.99%,45,25806,1521,27327,0.1060266536143647,0.9374671878137444,0.1869353450416764,Decreasing
Anderson Inc,Cloud Optimization,24 months,SOC2,99.9%,30,17494,3465,20959,0.0453265097118986,0.8893277820194403,0.7651696096585132,Decreasing
Gilbert Group,AI-Powered Security,36 months,SOC2,99.99%,90,33063,946,34009,0.0517530999915699,0.5222894733111719,0.3599735181766694,Increasing
Dunlap-Bailey,Cloud Optimization,24 months,HIPAA,99.9%,45,15688,1289,16977,0.0759898044275189,0.890466257624391,0.4339793511871648,Stable
Thomas-Conner,AI-Powered Security,24 months,FedRAMP,99.95%,60,27321,4850,32171,0.1265223739221428,0.3612227352342863,0.2604875790573491,Decreasing
Adams-Smith,Cloud Optimization,36 months,ISO 27001,99.95%,60,28044,1876,29920,0.130808014706924,0.3937204065321951,0.179494627242648,Increasing
"White, Sanchez and Evans",Cloud Optimization,12 months,FedRAMP,99.99%,45,29560,1840,31400,0.0132423747877374,0.2019408645119825,0.1546753031279126,Increasing
"Morse, Robinson and Sullivan",Cloud Optimization,12 months,SOC2,99.95%,30,23126,3781,26907,0.0183168932048991,0.4568354303128907,0.1333424636440954,Stable
"Conway, Saunders and Vargas",AI-Powered Security,24 months,FedRAMP,99.99%,90,33688,701,34389,0.0026384874318786,0.2513740072904138,0.3093267742168119,Stable
Benson Inc,Cloud Optimization,24 months,SOC2,99.9%,30,18963,1193,20156,0.1448327661967695,0.281535111173546,0.908593587916376,Increasing
Hancock-Becker,Multi-Cloud Management,24 months,FedRAMP,99.95%,45,33845,2791,36636,0.068075682188547,0.8793264990158236,0.8959344962919021,Decreasing
Turner-Mason,Cloud Optimization,24 months,ISO 27001,99.9%,45,18352,2178,20530,0.0978021923008696,0.7081516877406011,0.7786746648941558,Decreasing
Moore and Sons,Cloud Optimization,24 months,SOC2,99.95%,30,29118,3598,32716,0.1147256095654128,0.4052567805721077,0.7482753743972568,Increasing
"Durham, Anderson and Finley",Multi-Cloud Management,24 months,SOC2,99.9%,90,22257,2697,24954,0.0782092104394402,0.6832766104223897,0.2694384907480917,Stable
Nichols Ltd,Multi-Cloud Management,12 months,HIPAA,99.9%,90,35416,3394,38810,0.1254594010925993,0.4544035588198637,0.5909550659404736,Increasing
Wright and Sons,Cloud Optimization,36 months,ISO 27001,99.95%,45,23294,1583,24877,0.1024047757163755,0.3928077169525388,0.3948536744036783,Increasing
Mcclure LLC,AI-Powered Security,24 months,ISO 27001,99.9%,30,32455,2496,34951,0.0102669382393579,0.4475002725236545,0.1640217446287633,Stable
Marshall-Acosta,Multi-Cloud Management,36 months,ISO 27001,99.9%,45,20054,4866,24920,0.0753240083734222,0.7185332929700363,0.1561649589875687,Decreasing
Oliver Ltd,Cloud Optimization,24 months,FedRAMP,99.95%,90,18613,4918,23531,0.0224588346219285,0.7826629268961081,0.588110053312958,Decreasing
"Harrington, Avery and Brooks",AI-Powered Security,24 months,HIPAA,99.99%,90,29108,1794,30902,0.1094165982489824,0.2375658433834848,0.3424725562358288,Stable
Davis-Blair,Multi-Cloud Management,24 months,ISO 27001,99.95%,45,38162,4394,42556,0.01233023842229,0.3283577851330193,0.4243767670138781,Decreasing
Stephenson Group,AI-Powered Security,24 months,ISO 27001,99.99%,45,19545,4621,24166,0.0971367736210288,0.966276251897396,0.5103754066288622,Stable
"Johnson, Patterson and Alexander",Multi-Cloud Management,36 months,SOC2,99.99%,45,36990,3076,40066,0.1430405051626191,0.6504833499946875,0.6731133023099543,Stable
"Bryant, Romero and Strickland",AI-Powered Security,24 months,HIPAA,99.95%,60,25699,2720,28419,0.1358312491726294,0.5448158874519706,0.924494358530292,Stable
"Christensen, Hall and Evans",Cloud Optimization,24 months,HIPAA,99.9%,45,21655,2309,23964,0.0706543626156565,0.4594415118736513,0.6228761490206036,Stable
"Ibarra, Mcdaniel and Hughes",Multi-Cloud Management,36 months,ISO 27001,99.95%,30,22297,1536,23833,0.0266556691795221,0.7871228629394419,0.8358513211799543,Stable
Nichols and Sons,Multi-Cloud Management,36 months,SOC2,99.95%,90,21925,1537,23462,0.0162721886349623,0.9612792423673864,0.7501548237949217,Stable
Bradshaw-Rivas,Cloud Optimization,12 months,FedRAMP,99.99%,45,29601,3871,33472,0.1460569352462602,0.4721967027581214,0.3935958952735982,Decreasing
"Stanton, Mcdonald and Cox",AI-Powered Security,12 months,HIPAA,99.95%,30,26951,1903,28854,0.0977214131893604,0.516676392605342,0.991874544682311,Decreasing
Russell PLC,Cloud Optimization,36 months,SOC2,99.95%,30,17909,1178,19087,0.0574557525627392,0.1555400915004873,0.963687165956651,Decreasing
Ward-Haney,Cloud Optimization,36 months,HIPAA,99.95%,90,25935,4284,30219,0.0003830382402095,0.5112067433256329,0.1932044848818513,Stable
Scott-Taylor,Cloud Optimization,36 months,FedRAMP,99.95%,60,18726,4129,22855,0.1106979573412742,0.919934731781395,0.0419380143025671,Increasing
Benson-Cummings,AI-Powered Security,24 months,SOC2,99.95%,30,20349,3193,23542,0.033205283923793,0.1548112405968259,0.3023690337759382,Decreasing
"Eaton, Torres and Wright",Cloud Optimization,12 months,HIPAA,99.9%,45,22802,4835,27637,0.1047897430090558,0.5429465845718413,0.6666474656992775,Increasing
"Macdonald, Long and Hayes",AI-Powered Security,12 months,SOC2,99.95%,60,33565,2574,36139,0.0406329082539562,0.0433456199273257,0.3644268113352511,Decreasing
"Brown, Gould and Stewart",Multi-Cloud Management,12 months,FedRAMP,99.9%,60,23240,1295,24535,0.0978170967935622,0.0527833505156911,0.1802715360183761,Stable
Kerr-Johnson,Multi-Cloud Management,12 months,SOC2,99.9%,45,37824,1898,39722,0.1083831144924234,0.6839803325601894,0.9633933783698492,Decreasing
"Carrillo, Melendez and Ramirez",AI-Powered Security,36 months,SOC2,99.9%,60,29611,4030,33641,0.0706855489200554,0.8886685993238188,0.4683054873786342,Stable
"Bush, Jackson and Nguyen",Cloud Optimization,12 months,FedRAMP,99.99%,45,19473,3695,23168,0.0320752883500695,0.5718099946076837,0.6973875615692153,Stable
Tran-Mckinney,Multi-Cloud Management,12 months,HIPAA,99.9%,30,31766,4918,36684,0.1354972001349278,0.4833182215522533,0.5739453222006694,Decreasing
Gray-Stevens,Cloud Optimization,12 months,ISO 27001,99.99%,90,20176,3893,24069,0.0909186583324466,0.4891799615470362,0.0959756966961129,Stable
Smith and Sons,Multi-Cloud Management,24 months,SOC2,99.9%,45,20003,1102,21105,0.0972635897657368,0.2899583218037868,0.8453351220226424,Increasing
"Olson, Nunez and Kaiser",AI-Powered Security,12 months,SOC2,99.99%,30,29701,3751,33452,0.0537799025054765,0.1405791286630823,0.325666732278094,Stable
"Price, Rodriguez and Lopez",Multi-Cloud Management,12 months,HIPAA,99.99%,30,31482,3848,35330,0.1307036011848311,0.511442833917623,0.5652263811708307,Decreasing
"Rhodes, Bell and Taylor",Multi-Cloud Management,12 months,FedRAMP,99.99%,60,20170,3309,23479,0.1253141941901822,0.6194215539345466,0.7487236352966626,Stable
"Gordon, Barry and Pearson",AI-Powered Security,36 months,ISO 27001,99.95%,45,24798,4287,29085,0.088107539290297,0.3107616953724214,0.9991495667786588,Stable
Walker-Wilcox,Multi-Cloud Management,36 months,FedRAMP,99.99%,45,29825,4501,34326,0.0256712474619096,0.8295844713634313,0.5515876608066341,Stable
"Bonilla, Cuevas and Floyd",Multi-Cloud Management,24 months,FedRAMP,99.9%,30,31646,2864,34510,0.0445636453170481,0.5772022361259574,0.5446880934339766,Decreasing
Dean Ltd,Cloud Optimization,24 months,ISO 27001,99.95%,90,23623,3222,26845,0.1173931183615513,0.6638101052502828,0.6832083095475865,Increasing
"Johnson, Carlson and Underwood",AI-Powered Security,36 months,ISO 27001,99.9%,30,34653,1623,36276,0.0223112264807246,0.5767897084972363,0.7394114554566915,Increasing
"Henry, Bishop and Young",Cloud Optimization,24 months,ISO 27001,99.95%,90,25633,3797,29430,0.0753452857746669,0.1955483983561021,0.7300109887745778,Increasing
Reed-Smith,Multi-Cloud Management,24 months,FedRAMP,99.95%,60,37864,2245,40109,0.0683037581992686,0.2658784853850978,0.4082346208219565,Decreasing
"Moore, Leon and Bond",Multi-Cloud Management,24 months,FedRAMP,99.95%,60,24158,1008,25166,0.1381822650159428,0.1832933635594216,0.8030193822993665,Decreasing
"Harvey, Pollard and Ramos",AI-Powered Security,12 months,FedRAMP,99.95%,90,21464,2287,23751,0.1045111500314476,0.9006272945948973,0.320251730370181,Decreasing
Haynes-Cox,AI-Powered Security,36 months,SOC2,99.9%,90,31068,2114,33182,0.0806436901121031,0.5168585255373174,0.9050840377609536,Stable
Taylor-Macias,Multi-Cloud Management,36 months,ISO 27001,99.99%,30,27089,739,27828,0.0004686524471057,0.874771362503336,0.8769210069103045,Increasing
Thomas PLC,Cloud Optimization,24 months,ISO 27001,99.99%,60,25746,4000,29746,0.0950779351325313,0.4272471962317044,0.8993665289209269,Increasing
Jones Inc,Cloud Optimization,36 months,SOC2,99.99%,90,22077,1249,23326,0.0658750785831489,0.3539108246830671,0.7543592543561255,Decreasing
Payne-Mack,AI-Powered Security,12 months,ISO 27001,99.95%,30,26308,2981,29289,0.0553201327353446,0.2050813577663749,0.7104198012406638,Decreasing
Palmer LLC,Cloud Optimization,24 months,FedRAMP,99.95%,60,26246,1774,28020,0.0972176884531251,0.9082886234873288,0.4166803804314379,Increasing
Stark Inc,Cloud Optimization,36 months,HIPAA,99.99%,30,24542,1118,25660,0.0544985225360627,0.2913074462744878,0.6015346226306262,Increasing
Henry-Kelly,Cloud Optimization,12 months,ISO 27001,99.99%,30,26851,1111,27962,0.0063886430955469,0.969235997267109,0.7058620608962562,Increasing
Taylor Group,AI-Powered Security,12 months,HIPAA,99.95%,90,27243,2917,30160,0.0876990154757642,0.0666655512758233,0.6514591857160702,Stable
Smith Inc,AI-Powered Security,12 months,SOC2,99.9%,60,19970,4219,24189,0.0106002285462117,0.6817831212123454,0.6867166596048486,Stable
Mendoza Inc,AI-Powered Security,12 months,SOC2,99.9%,30,32640,4934,37574,0.0498112863272003,0.0622437261587809,0.521872972764897,Stable
Brown LLC,AI-Powered Security,12 months,ISO 27001,99.9%,90,19751,4721,24472,0.1425185183186048,0.4287161758478628,0.0782056569110947,Stable
"Ryan, Carlson and Hudson",AI-Powered Security,36 months,FedRAMP,99.95%,60,32542,4567,37109,0.1348318560868987,0.7735068488009461,0.87120103629169,Stable
Bryant-Mcfarland,Cloud Optimization,12 months,HIPAA,99.99%,90,26310,636,26946,0.1283021503025433,0.9062673972898302,0.8504522733622586,Increasing
Martin-Howe,Cloud Optimization,24 months,FedRAMP,99.99%,45,17605,3587,21192,0.0211972460104135,0.8847569102624576,0.5302219865915261,Increasing
"Rios, Ibarra and Kelly",Cloud Optimization,36 months,SOC2,99.9%,45,25199,3363,28562,0.1432166328637823,0.7062281699579737,0.993911988231782,Stable
Vasquez-Brown,Cloud Optimization,36 months,SOC2,99.9%,60,19510,893,20403,0.0152003226198895,0.3866645568020038,0.8802156244855679,Decreasing
Romero-Gonzales,AI-Powered Security,24 months,ISO 27001,99.99%,30,31879,3918,35797,0.1075522556495912,0.0453714222738231,0.5573119719840234,Stable
Lopez-Brown,Multi-Cloud Management,36 months,HIPAA,99.99%,60,34785,2006,36791,0.1404287311672815,0.8103325075758355,0.1562401461051026,Decreasing
Richardson-Fernandez,Multi-Cloud Management,12 months,HIPAA,99.99%,90,27398,4510,31908,0.1115671395217284,0.5909999590859538,0.539418192753467,Stable
"Davis, Walker and Park",Cloud Optimization,24 months,HIPAA,99.95%,45,27569,4410,31979,0.0345136188060059,0.6113530307751418,0.5228275273109287,Stable
Hernandez-Carpenter,AI-Powered Security,36 months,ISO 27001,99.9%,90,23779,1758,25537,0.0876673356467269,0.6065255057964909,0.6192602137877214,Increasing
Melton-Gregory,Cloud Optimization,12 months,SOC2,99.9%,90,28706,4002,32708,0.0424991607917439,0.9781531220840392,0.2631502596023292,Increasing
Snyder PLC,Cloud Optimization,12 months,HIPAA,99.99%,30,17068,3991,21059,0.0996869142013559,0.9416892084419493,0.1996596866489782,Decreasing
"Harper, Doyle and Smith",AI-Powered Security,36 months,ISO 27001,99.95%,90,29622,1656,31278,0.1436484711583046,0.8225837321614322,0.6615820213755933,Stable
Johnson-Freeman,AI-Powered Security,36 months,HIPAA,99.95%,90,21408,1661,23069,0.0761775109076342,0.6882280421776911,0.9790293594251392,Increasing
Rivera and Sons,Multi-Cloud Management,36 months,ISO 27001,99.95%,60,32579,2889,35468,0.006022165504311,0.1667455686259366,0.4532846463376582,Decreasing
"Huang, Vargas and Glenn",AI-Powered Security,24 months,HIPAA,99.95%,30,25585,4622,30207,0.0208732251777335,0.9728128614702146,0.4432811764267336,Decreasing
Parsons-Mcknight,Multi-Cloud Management,24 months,SOC2,99.9%,60,21782,2369,24151,0.0118210047068111,0.3490187125424431,0.9582856281444736,Stable
Douglas and Sons,Multi-Cloud Management,12 months,ISO 27001,99.99%,60,26032,2325,28357,0.024412366167357,0.2020843149774388,0.8896013951243946,Stable
Mitchell-Reyes,Multi-Cloud Management,12 months,ISO 27001,99.99%,60,28806,1504,30310,0.0335140975124503,0.3096702000901595,0.7006243581623011,Increasing
Oneill-Rodriguez,AI-Powered Security,36 months,HIPAA,99.99%,30,30161,3424,33585,0.0248162460028316,0.6491892846364932,0.2442394680881759,Stable
Cruz-Hall,Multi-Cloud Management,24 months,HIPAA,99.99%,45,31855,1859,33714,0.0240626558148913,0.2131785292232831,0.6250225476519636,Stable
Smith-Gonzalez,Cloud Optimization,24 months,ISO 27001,99.95%,60,29433,740,30173,0.0369052839321344,0.8772802313513668,0.1038913544143139,Increasing
"Harris, Bishop and Wright",Multi-Cloud Management,12 months,SOC2,99.95%,60,21967,642,22609,0.0842962858970623,0.5378282791267486,0.5910239881953218,Decreasing
Walker-Murphy,Cloud Optimization,24 months,HIPAA,99.99%,90,23051,2519,25570,0.0657613998538904,0.3811433152929786,0.9328120149702568,Stable
Stephens Ltd,Multi-Cloud Management,12 months,ISO 27001,99.99%,30,21795,753,22548,0.1453263610647587,0.3194220987142044,0.0932548697853707,Decreasing
"Walsh, Reynolds and Mcdonald",Multi-Cloud Management,36 months,ISO 27001,99.95%,30,25983,1593,27576,0.1183984515541745,0.3170887872741256,0.8537631020019776,Decreasing
"Dyer, Higgins and Willis",Cloud Optimization,12 months,HIPAA,99.95%,90,19729,2063,21792,0.1272204433954767,0.4835070745776653,0.8327230977971465,Stable
Simpson-Garcia,AI-Powered Security,36 months,FedRAMP,99.95%,60,33428,4154,37582,0.0276940810105973,0.7600358554624315,0.2067815593241201,Stable
Hansen-Jensen,Multi-Cloud Management,12 months,SOC2,99.9%,45,26829,3228,30057,0.0427394708287671,0.64720913449491,0.1608833677420589,Increasing
Brennan-Keith,AI-Powered Security,24 months,FedRAMP,99.9%,90,31663,1484,33147,0.0126798922940358,0.469394378531329,0.932945035324144,Stable
Robinson-Powell,Multi-Cloud Management,24 months,SOC2,99.9%,45,31896,3630,35526,0.001585030811072,0.5778716768778214,0.961790747626224,Decreasing
"Faulkner, Roberson and Vaughan",AI-Powered Security,24 months,FedRAMP,99.9%,45,32816,4310,37126,0.0855372187421099,0.2366553794797138,0.1433756710682395,Increasing
"Evans, Adams and Barnes",Cloud Optimization,36 months,FedRAMP,99.9%,90,22872,2577,25449,0.0964235532413147,0.1030371309751004,0.9044637585523287,Stable
Sparks PLC,AI-Powered Security,12 months,FedRAMP,99.9%,90,31613,576,32189,0.0066778277117399,0.9561656838882706,0.4241596830059891,Decreasing
"Mercer, Ritter and Blair",Multi-Cloud Management,12 months,ISO 27001,99.95%,30,31862,3611,35473,0.1120629314092237,0.2313283123069582,0.3340007188265939,Stable
Vance-Smith,AI-Powered Security,12 months,SOC2,99.9%,60,30379,1502,31881,0.038003409367216,0.6151753496606469,0.4558894241342409,Stable
Dickson PLC,Multi-Cloud Management,24 months,ISO 27001,99.95%,90,33481,3422,36903,0.0541004496463954,0.5554413024408263,0.7208252280828008,Decreasing
Mcpherson-Sullivan,Cloud Optimization,24 months,ISO 27001,99.99%,45,26518,3922,30440,0.0413453055024291,0.2212353479179021,0.5273935140878472,Decreasing
"Fischer, Moore and Simmons",AI-Powered Security,12 months,FedRAMP,99.95%,45,34518,4414,38932,0.0496108715348947,0.5635515809671046,0.8523740974825584,Increasing
"Tran, Velez and Brown",Cloud Optimization,24 months,ISO 27001,99.99%,30,27655,1506,29161,0.1408810525597526,0.6972743463759475,0.0508326642133486,Decreasing
Holmes-Black,AI-Powered Security,12 months,SOC2,99.9%,45,20661,3478,24139,0.0168419408758611,0.4402900460086961,0.931883281836426,Decreasing
Wiley LLC,Multi-Cloud Management,12 months,HIPAA,99.9%,30,33309,3161,36470,0.1429189240624369,0.571092608986254,0.3066483214286178,Increasing
Adams-Cortez,Multi-Cloud Management,24 months,FedRAMP,99.99%,60,20364,2473,22837,0.0152756012399699,0.7289330117180371,0.1805650166752247,Decreasing
Parker LLC,Cloud Optimization,24 months,SOC2,99.95%,60,22377,1169,23546,0.0940939451362259,0.1526968104465608,0.1724540864484608,Stable
Davis-Parker,AI-Powered Security,36 months,HIPAA,99.9%,60,22278,4601,26879,0.0006090879430313,0.71983846135049,0.4255342977211995,Increasing
"Smith, Johnson and Young",Cloud Optimization,36 months,ISO 27001,99.9%,90,18557,1574,20131,0.0963020377012861,0.4615289585400517,0.3052643016074359,Decreasing
Johnson-Watson,AI-Powered Security,36 months,HIPAA,99.9%,45,32450,1995,34445,0.0104027506527894,0.0526731562054508,0.2929107655380726,Increasing
Sloan and Sons,Cloud Optimization,24 months,HIPAA,99.9%,90,18461,2157,20618,0.0039083329192605,0.8857207804211108,0.8860190180435904,Decreasing
"Mcdonald, Williams and Ferrell",Cloud Optimization,24 months,SOC2,99.9%,90,19043,1097,20140,0.0785783410564233,0.514502164857092,0.4681020444496053,Stable
"Yang, Jones and Lyons",AI-Powered Security,12 months,SOC2,99.95%,60,21280,3263,24543,0.0024959196302925,0.7515530563490262,0.2384237004953555,Stable
Martinez PLC,AI-Powered Security,24 months,HIPAA,99.95%,45,34747,1567,36314,0.0805965388505415,0.9232258784862326,0.5963798327023657,Stable
"Stewart, Johnson and Gray",AI-Powered Security,12 months,HIPAA,99.95%,60,18193,4958,23151,0.0874329002320826,0.6117379058424717,0.7287092484753526,Increasing
Wilson Inc,Multi-Cloud Management,12 months,HIPAA,99.99%,30,25845,3173,29018,0.0788926296818408,0.2528673003281405,0.1546075367370416,Stable
Anderson-Sanchez,AI-Powered Security,24 months,HIPAA,99.95%,60,29201,593,29794,0.0014658347129221,0.7802065722011909,0.8198821312594476,Decreasing
Jones LLC,AI-Powered Security,36 months,HIPAA,99.95%,45,19445,2330,21775,0.0760320666048304,0.7327402143357924,0.1980771200586317,Decreasing
Park-Clark,Cloud Optimization,24 months,FedRAMP,99.99%,45,19542,4418,23960,0.0583591064427978,0.7516205508448137,0.3867702086029576,Increasing
Fields Group,Multi-Cloud Management,12 months,HIPAA,99.99%,60,29749,4711,34460,0.1483974275263815,0.1965102888079187,0.5867290784146886,Decreasing
Turner Inc,Multi-Cloud Management,12 months,ISO 27001,99.95%,60,24655,2574,27229,0.0273101267361434,0.96086281628198,0.7150318415582864,Increasing
Odonnell Group,Cloud Optimization,12 months,ISO 27001,99.9%,90,17077,3911,20988,0.0486231604443259,0.5018981804026647,0.6239070328578965,Decreasing
"Brown, Mathis and Bowman",Multi-Cloud Management,36 months,FedRAMP,99.95%,90,36385,2433,38818,0.121467604010747,0.243495259185182,0.8831759706143232,Stable
"Simpson, Carr and Hudson",Cloud Optimization,36 months,SOC2,99.99%,90,21953,2752,24705,0.0552058198675358,0.4771776091112029,0.4324800004219273,Stable
Harris Inc,AI-Powered Security,24 months,SOC2,99.95%,60,33778,4723,38501,0.0528790690017632,0.8897247409999692,0.3950567736032504,Decreasing
Jones-Eaton,Cloud Optimization,36 months,ISO 27001,99.99%,45,25555,1541,27096,0.0912736629845425,0.897774068255051,0.4014510076123719,Increasing
"Taylor, Bennett and Jones",AI-Powered Security,12 months,HIPAA,99.99%,60,21140,946,22086,0.1155617455066909,0.8659659535008205,0.9447367902839264,Decreasing
"Sullivan, Livingston and Garner",Cloud Optimization,12 months,FedRAMP,99.99%,45,16111,3679,19790,0.0915387682785346,0.1699962967480012,0.9051338748441856,Stable
"Payne, Turner and Crane",Multi-Cloud Management,24 months,ISO 27001,99.99%,30,29600,3421,33021,0.0026321344233975,0.7200515995351068,0.6179035655664339,Stable
